modality,backbone,method,img_index,pred_class,conf0,AUC_del,AUC_ins,F,delta_faith,DA_hit,rho
FETAL,MobileNetV2,Score-CAM,1762,2,0.9741268754005432,0.21252695298171603,0.43112421399855516,0.21859726101683913,0.30465972423553467,1,
FETAL,MobileNetV2,Grad-CAM,1499,2,0.9988388419151306,0.12816809578653193,0.8558226190507412,0.7276545232642093,0.988630086183548,1,
FETAL,MobileNetV2,Integrated Gradients,1499,2,0.9988388419151306,0.0941049304793978,0.7249741666018963,0.6308692361224985,0.9881888963282108,1,
FETAL,MobileNetV2,SHAP,1499,2,0.9988388419151306,0.23648149606160587,0.7068013315380084,0.47031983547640255,0.20509344339370728,1,
FETAL,MobileNetV2,Score-CAM,1499,2,0.9988388419151306,0.2881868999800645,0.7715838288189844,0.4833969288389198,0.03961580991744995,1,
FETAL,MobileNetV2,Grad-CAM,1560,1,0.999836802482605,0.14891344747229593,0.5380329165689545,0.3891194690966585,0.8192262202501297,1,
FETAL,MobileNetV2,Integrated Gradients,1560,1,0.999836802482605,0.355338716947881,0.8214687038853299,0.4661299869374489,0.15570473670959473,1,
FETAL,MobileNetV2,SHAP,1560,1,0.999836802482605,0.32729807217838236,0.721047708322294,0.3937496361439117,0.01164942979812622,1,
FETAL,MobileNetV2,Score-CAM,1560,1,0.999836802482605,0.12710746614902751,0.35822666125532115,0.23111919510629364,0.990715847350657,1,
FETAL,MobileNetV2,Grad-CAM,1463,2,0.9963167905807495,0.0977521129847446,0.643753070689081,0.5460009577043364,0.9838117929175496,1,
FETAL,MobileNetV2,Integrated Gradients,1463,2,0.9963167905807495,0.14101187973792553,0.7453234406188131,0.6043115608808876,0.8908420354127884,1,
FETAL,MobileNetV2,SHAP,1463,2,0.9963167905807495,0.18802266349084673,0.6605987993068992,0.4725761358160525,0.8704442232847214,1,
FETAL,MobileNetV2,Score-CAM,1463,2,0.9963167905807495,0.24913652108516543,0.8389176350086928,0.5897811139235274,0.49748244881629944,1,
FETAL,MobileNetV2,Grad-CAM,211,5,0.9999762773513794,0.9796071499586105,0.992858064174652,0.01325091421604152,-2.3603439331054688e-05,0,
FETAL,MobileNetV2,Integrated Gradients,211,5,0.9999762773513794,0.9921613276004793,0.9928367137908937,0.0006753861904144065,7.867813110351562e-06,1,
FETAL,MobileNetV2,SHAP,211,5,0.9999762773513794,0.9543281227350235,0.9859452426433563,0.031617119908332714,-1.919269561767578e-05,0,
FETAL,MobileNetV2,Score-CAM,211,5,0.9999762773513794,0.9824770212173463,0.9929812312126161,0.010504209995269798,-2.372264862060547e-05,0,
FETAL,MobileNetV2,Grad-CAM,1739,0,0.49790069460868835,0.028404193334890596,0.1682014146343135,0.1397972212994229,0.4965610613580793,1,
FETAL,MobileNetV2,Integrated Gradients,1739,0,0.49790069460868835,0.08575589461816832,0.056161426053131416,-0.029594468565036905,0.12300142645835876,1,
FETAL,MobileNetV2,SHAP,1739,0,0.49790069460868835,0.01608698651904206,0.02004762006899908,0.003960633549957019,0.4954978581517935,1,
FETAL,MobileNetV2,Score-CAM,1739,0,0.49790069460868835,0.027593342409931502,0.1816173379022075,0.154023995492276,0.4819454587996006,1,
FETAL,MobileNetV2,Grad-CAM,175,5,0.9999979734420776,0.9114155665040018,0.9847791016101837,0.07336353510618188,-1.3113021850585938e-06,0,
FETAL,MobileNetV2,Integrated Gradients,175,5,0.9999979734420776,0.9715732663869858,0.9843439549207689,0.012770688533783048,8.344650268554688e-06,1,
FETAL,MobileNetV2,SHAP,175,5,0.9999979734420776,0.8920561194419863,0.972255975008011,0.08019985556602471,0.0004242062568664551,1,
FETAL,MobileNetV2,Score-CAM,175,5,0.9999979734420776,0.9333347022533416,0.984790301322937,0.051455599069595404,-1.1920928955078125e-06,0,
FETAL,MobileNetV2,Grad-CAM,940,3,0.9996795654296875,0.3209172727103578,0.6565618141816231,0.33564454147126527,0.039807260036468506,1,
FETAL,MobileNetV2,Integrated Gradients,940,3,0.9996795654296875,0.2625293705510558,0.4873345974861877,0.22480522693513189,0.02358311414718628,1,
FETAL,MobileNetV2,SHAP,940,3,0.9996795654296875,0.29700159784406427,0.4656649161013774,0.16866331825731312,0.6912279725074768,1,
FETAL,MobileNetV2,Score-CAM,940,3,0.9996795654296875,0.1703345955931582,0.6684277858788845,0.4980931902857263,0.6973171830177307,1,
FETAL,MobileNetV2,Grad-CAM,1455,2,0.987680196762085,0.16486966269753797,0.2995280119385825,0.1346583492410445,0.9501444213092327,1,
FETAL,MobileNetV2,Integrated Gradients,1455,2,0.987680196762085,0.11598703876079525,0.2984438603627495,0.18245682160195426,0.9192969352006912,1,
FETAL,MobileNetV2,SHAP,1455,2,0.987680196762085,0.22488667899742726,0.4707026719639543,0.24581599296652706,0.4309278130531311,1,
FETAL,MobileNetV2,Score-CAM,1455,2,0.987680196762085,0.3172986596880947,0.6082653603865764,0.29096670069848174,0.9607241861522198,1,
FETAL,MobileNetV2,Grad-CAM,649,5,0.9766806960105896,0.9933209985494613,0.9044832170009612,-0.08883778154850008,-0.012253999710083008,0,
FETAL,MobileNetV2,Integrated Gradients,649,5,0.9766806960105896,0.9965670406818389,0.9772676467895508,-0.019299393892288075,-0.0228385329246521,0,
FETAL,MobileNetV2,SHAP,649,5,0.9766806960105896,0.9840180963277816,0.9822686612606047,-0.001749435067176841,-0.015982449054718018,0,
FETAL,MobileNetV2,Score-CAM,649,5,0.9766806960105896,0.9760680824518204,0.9415244251489641,-0.034543657302856356,0.015855073928833008,1,
FETAL,MobileNetV2,Grad-CAM,655,5,0.8723534345626831,0.987176376581192,0.8514089971780777,-0.13576737940311423,-0.12764525413513184,0,
FETAL,MobileNetV2,Integrated Gradients,655,5,0.8723534345626831,0.9007467448711396,0.9804196685552597,0.07967292368412016,-0.051318347454071045,0,
FETAL,MobileNetV2,SHAP,655,5,0.8723534345626831,0.752139652520418,0.8376658171415329,0.08552616462111484,0.4215845763683319,1,
FETAL,MobileNetV2,Score-CAM,655,5,0.8723534345626831,0.957100036740303,0.9594982862472534,0.002398249506950445,-0.12761127948760986,0,
FETAL,MobileNetV2,Grad-CAM,1448,3,0.9997859597206116,0.13328341467567956,0.6035410867072641,0.4702576720315846,0.9504221715033054,1,
FETAL,MobileNetV2,Integrated Gradients,1448,3,0.9997859597206116,0.42187529911752797,0.6806240957230328,0.25874879660550487,0.009267687797546387,1,
FETAL,MobileNetV2,SHAP,1448,3,0.9997859597206116,0.5676689813379198,0.5494749829173088,-0.01819399842061098,0.0067285895347595215,1,
FETAL,MobileNetV2,Score-CAM,1448,3,0.9997859597206116,0.427227402733115,0.6463688684627413,0.21914146572962634,0.08210551738739014,1,
FETAL,MobileNetV2,Grad-CAM,1178,4,0.9999427795410156,0.4121930699562654,0.646452978439629,0.2342599084833636,0.05290454626083374,1,
FETAL,MobileNetV2,Integrated Gradients,1178,4,0.9999427795410156,0.591881388425827,0.8146386578679083,0.2227572694420813,0.024964570999145508,1,
FETAL,MobileNetV2,SHAP,1178,4,0.9999427795410156,0.4247294902801514,0.4279687244910747,0.003239234210923314,0.4643371105194092,1,
FETAL,MobileNetV2,Score-CAM,1178,4,0.9999427795410156,0.6703733369708063,0.8339060954749584,0.16353275850415216,0.11983871459960938,1,
FETAL,MobileNetV2,Grad-CAM,772,3,0.9995844960212708,0.04624616036890075,0.48886305731721225,0.4426168969483115,0.9683217257261276,1,
FETAL,MobileNetV2,Integrated Gradients,772,3,0.9995844960212708,0.21579834447184112,0.5682138344011037,0.35241548992926264,0.28636491298675537,1,
FETAL,MobileNetV2,SHAP,772,3,0.9995844960212708,0.1949924809858203,0.38841923824511465,0.19342675725929434,0.711712509393692,1,
FETAL,MobileNetV2,Score-CAM,772,3,0.9995844960212708,0.17480012264568356,0.5660564279183745,0.39125630527269095,0.28530746698379517,1,
FETAL,MobileNetV2,Grad-CAM,2610,2,0.9953063130378723,0.21331434287130835,0.8429407814517617,0.6296264385804533,0.7868904322385788,1,
FETAL,MobileNetV2,Integrated Gradients,2610,2,0.9953063130378723,0.07324674215051345,0.8970269627869129,0.8237802206363994,0.7735182791948318,1,
FETAL,MobileNetV2,SHAP,2610,2,0.9953063130378723,0.5566867249552161,0.7307107886299491,0.174024063674733,0.04211771488189697,1,
FETAL,MobileNetV2,Score-CAM,2610,2,0.9953063130378723,0.2559964215382934,0.89339592307806,0.6373995015397667,0.7977874875068665,1,
FETAL,MobileNetV2,Grad-CAM,1755,1,0.9999151229858398,0.12385321985144557,0.6290943702195306,0.505241150368085,0.9972228892147541,1,
FETAL,MobileNetV2,Integrated Gradients,1755,1,0.9999151229858398,0.07696396987885239,0.8719858011230825,0.7950218312442302,0.9947526538744569,1,
FETAL,MobileNetV2,SHAP,1755,1,0.9999151229858398,0.43507413960760466,0.6354980881762458,0.2004239485686411,0.046443939208984375,1,
FETAL,MobileNetV2,Score-CAM,1755,1,0.9999151229858398,0.5207884524528253,0.21032590297534168,-0.31046254947748364,0.0005525946617126465,1,
FETAL,MobileNetV2,Grad-CAM,2151,2,0.5523141622543335,0.1756722303978677,0.27295120981289067,0.09727897941502298,0.11162132024765015,1,
FETAL,MobileNetV2,Integrated Gradients,2151,2,0.5523141622543335,0.01999395082702904,0.4875815034145489,0.4675875525875199,0.5503391930833459,1,
FETAL,MobileNetV2,SHAP,2151,2,0.5523141622543335,0.05720519371097907,0.6209679979456268,0.5637628042346478,0.11288267374038696,1,
FETAL,MobileNetV2,Score-CAM,2151,2,0.5523141622543335,0.020990724858711472,0.6577373456209898,0.6367466207622784,0.550483088940382,1,
FETAL,MobileNetV2,Grad-CAM,56,5,0.9999979734420776,0.9888167798519136,0.9839333266019822,-0.0048834532499314465,-1.1920928955078125e-07,0,
FETAL,MobileNetV2,Integrated Gradients,56,5,0.9999979734420776,0.9933602899312973,0.9940459221601488,0.0006856322288514294,0.0002904534339904785,1,
FETAL,MobileNetV2,SHAP,56,5,0.9999979734420776,0.9619517147541047,0.9928074240684509,0.030855709314346225,0.0003629922866821289,1,
FETAL,MobileNetV2,Score-CAM,56,5,0.9999979734420776,0.9919516801834105,0.9907988160848618,-0.001152864098548756,-1.1920928955078125e-06,0,
FETAL,MobileNetV2,Grad-CAM,1642,1,0.9999929666519165,0.16256715569543304,0.5868514092784607,0.4242842535830277,0.9461281932890415,1,
FETAL,MobileNetV2,Integrated Gradients,1642,1,0.9999929666519165,0.13752526057651268,0.8338622705079615,0.6963370099314488,0.9848751062527299,1,
FETAL,MobileNetV2,SHAP,1642,1,0.9999929666519165,0.26280159795423974,0.7902737534604966,0.5274721555062568,0.1477857232093811,1,
FETAL,MobileNetV2,Score-CAM,1642,1,0.9999929666519165,0.18033695576596073,0.6841346611501647,0.503797705384204,0.6907674670219421,1,
FETAL,MobileNetV2,Grad-CAM,836,5,0.6651085019111633,0.9489754021167754,0.7441231489181519,-0.20485225319862355,-0.32409000396728516,0,
FETAL,MobileNetV2,Integrated Gradients,836,5,0.6651085019111633,0.7548670530319214,0.5159126543439925,-0.2389543986879289,-0.2100932002067566,0,
FETAL,MobileNetV2,SHAP,836,5,0.6651085019111633,0.8069617539644243,0.8041342049837112,-0.002827548980713024,-0.06285786628723145,0,
FETAL,MobileNetV2,Score-CAM,836,5,0.6651085019111633,0.9761161595582961,0.5431019566953182,-0.43301420286297787,-0.30092066526412964,0,
FETAL,MobileNetV2,Grad-CAM,1818,1,0.9999985694885254,0.1271585437388481,0.6736273659917059,0.5464688222528578,0.9941435754299164,1,
FETAL,MobileNetV2,Integrated Gradients,1818,1,0.9999985694885254,0.2263270870978886,0.8119254151417409,0.5855983280438523,0.27338701486587524,1,
FETAL,MobileNetV2,SHAP,1818,1,0.9999985694885254,0.2690552018990275,0.7955135249416344,0.526458323042607,0.7570148408412933,1,
FETAL,MobileNetV2,Score-CAM,1818,1,0.9999985694885254,0.08519561181255426,0.7432169384621373,0.658021326649583,0.9888168359175324,1,
FETAL,MobileNetV2,Grad-CAM,621,0,0.6700422167778015,0.020823449637940077,0.41521194151719104,0.39438849187925096,0.6669291565194726,1,
FETAL,MobileNetV2,Integrated Gradients,621,0,0.6700422167778015,0.024721652258376574,0.08378662300947323,0.05906497075109666,0.6600845418870449,1,
FETAL,MobileNetV2,SHAP,621,0,0.6700422167778015,0.02273246689199269,0.046392505220865105,0.023660038328872413,0.6688564837677404,1,
FETAL,MobileNetV2,Score-CAM,621,0,0.6700422167778015,0.019520608980438687,0.46321617919602437,0.4436955702155857,0.6697330914030317,1,
FETAL,MobileNetV2,Grad-CAM,1850,1,0.9999991655349731,0.13318270702761767,0.7457057100080421,0.6125230029804244,0.9346262365579605,1,
FETAL,MobileNetV2,Integrated Gradients,1850,1,0.9999991655349731,0.21352043449705893,0.8637320153415203,0.6502115808444614,0.5493766367435455,1,
FETAL,MobileNetV2,SHAP,1850,1,0.9999991655349731,0.35425611056853085,0.7367943938588722,0.3825382832903414,0.002465367317199707,1,
FETAL,MobileNetV2,Score-CAM,1850,1,0.9999991655349731,0.21905933836775376,0.6492603071266785,0.4302009687589247,0.39001554250717163,1,
FETAL,MobileNetV2,Grad-CAM,1713,3,0.6894893050193787,0.06156026070166263,0.548315362422727,0.4867551017210644,0.6546756513416767,1,
FETAL,MobileNetV2,Integrated Gradients,1713,3,0.6894893050193787,0.13454038769123144,0.27081802511820563,0.13627763742697419,0.404229998588562,1,
FETAL,MobileNetV2,SHAP,1713,3,0.6894893050193787,0.2798344060254749,0.4158629482437391,0.13602854221826421,-0.28189343214035034,0,
FETAL,MobileNetV2,Score-CAM,1713,3,0.6894893050193787,0.06384704605734441,0.46025263569317754,0.3964055896358331,0.44368819892406464,1,
FETAL,MobileNetV2,Grad-CAM,964,5,0.8453820943832397,0.9873971164226532,0.9024068236351014,-0.08499029278755177,-0.1301097869873047,0,
FETAL,MobileNetV2,Integrated Gradients,964,5,0.8453820943832397,0.9906913876533509,0.779129433259368,-0.21156195439398284,-0.14221566915512085,0,
FETAL,MobileNetV2,SHAP,964,5,0.8453820943832397,0.9766871869564057,0.9148098915815354,-0.0618772953748703,-0.1522761583328247,0,
FETAL,MobileNetV2,Score-CAM,964,5,0.8453820943832397,0.9650386154651642,0.770043307542801,-0.1949953079223632,-0.14670366048812866,0,
FETAL,MobileNetV2,Grad-CAM,1128,3,0.814508318901062,0.124740205926355,0.6497492435039021,0.525009037577547,0.7023032680153847,1,
FETAL,MobileNetV2,Integrated Gradients,1128,3,0.814508318901062,0.0551067460914055,0.2631769790430553,0.2080702329516498,0.7432600036263466,1,
FETAL,MobileNetV2,SHAP,1128,3,0.814508318901062,0.12243766448227689,0.08525526788725979,-0.0371823965950171,0.5926801711320877,1,
FETAL,MobileNetV2,Score-CAM,1128,3,0.814508318901062,0.07194745728047565,0.5996402082499117,0.527692750969436,0.8042536601424217,1,
FETAL,MobileNetV2,Grad-CAM,2423,0,0.9956693649291992,0.10494786391757317,0.5739988814147636,0.46905101749719047,0.9939257659716532,1,
FETAL,MobileNetV2,Integrated Gradients,2423,0,0.9956693649291992,0.5160598591151938,0.5911162078073176,0.07505634869212374,0.0007360577583312988,1,
FETAL,MobileNetV2,SHAP,2423,0,0.9956693649291992,0.15475277392324643,0.45019974561000714,0.2954469716867607,0.46884381771087646,1,
FETAL,MobileNetV2,Score-CAM,2423,0,0.9956693649291992,0.10051923629053477,0.41397286582068776,0.313453629530153,0.9047982096672058,1,
FETAL,MobileNetV2,Grad-CAM,44,5,0.999983549118042,0.9517227262258531,0.9923528850078583,0.040630158782005266,0.03793889284133911,1,
FETAL,MobileNetV2,Integrated Gradients,44,5,0.999983549118042,0.9886342942714691,0.9912389576435091,0.002604663372040017,-8.225440979003906e-06,0,
FETAL,MobileNetV2,SHAP,44,5,0.999983549118042,0.9265936881303788,0.9883255153894425,0.061731827259063676,0.00105363130569458,1,
FETAL,MobileNetV2,Score-CAM,44,5,0.999983549118042,0.9690615892410278,0.9916974961757659,0.022635906934738048,-5.125999450683594e-06,0,
FETAL,MobileNetV2,Grad-CAM,32,5,0.9999986886978149,0.9887104034423828,0.9922520726919174,0.0035416692495345847,3.933906555175781e-05,1,
FETAL,MobileNetV2,Integrated Gradients,32,5,0.9999986886978149,0.9912863224744799,0.9927372962236404,0.001450973749160478,0.0003733634948730469,1,
FETAL,MobileNetV2,SHAP,32,5,0.9999986886978149,0.9086348682641984,0.9826107144355775,0.07397584617137909,5.0902366638183594e-05,1,
FETAL,MobileNetV2,Score-CAM,32,5,0.9999986886978149,0.9910910248756407,0.9931043326854706,0.0020133078098298895,0.00015091896057128906,1,
FETAL,MobileNetV2,Grad-CAM,931,4,0.9989029169082642,0.27868717655073844,0.5725676962411398,0.29388051969040135,0.8319678008556366,1,
FETAL,MobileNetV2,Integrated Gradients,931,4,0.9989029169082642,0.22168470313772556,0.373052247823216,0.15136754468549043,0.3471745252609253,1,
FETAL,MobileNetV2,SHAP,931,4,0.9989029169082642,0.2197716467548162,0.17073118163971224,-0.04904046511510396,0.8945118933916092,1,
FETAL,MobileNetV2,Score-CAM,931,4,0.9989029169082642,0.6207802942954004,0.37144165253266687,-0.24933864176273351,0.037438809871673584,1,
FETAL,MobileNetV2,Grad-CAM,602,5,0.9826164245605469,0.9966543495655059,0.9825302541255951,-0.014124095439910778,-0.014814555644989014,0,
FETAL,MobileNetV2,Integrated Gradients,602,5,0.9826164245605469,0.9953300237655639,0.9750555992126464,-0.020274424552917503,-0.014326632022857666,0,
FETAL,MobileNetV2,SHAP,602,5,0.9826164245605469,0.9807967126369477,0.8132415264844896,-0.16755518615245812,-0.0025177001953125,0,
FETAL,MobileNetV2,Score-CAM,602,5,0.9826164245605469,0.9375772505998611,0.9719847172498701,0.034407466650009044,0.0039331912994384766,1,
FETAL,MobileNetV2,Grad-CAM,859,1,0.9999517202377319,0.20101159416254788,0.44252686456053425,0.24151527039798637,0.1467043161392212,1,
FETAL,MobileNetV2,Integrated Gradients,859,1,0.9999517202377319,0.267008156774682,0.4571987941173574,0.19019063734267544,0.06845313310623169,1,
FETAL,MobileNetV2,SHAP,859,1,0.9999517202377319,0.20553433330205736,0.5243344938819062,0.31880016057984883,0.578533798456192,1,
FETAL,MobileNetV2,Score-CAM,859,1,0.9999517202377319,0.17062155560681727,0.24640228472403575,0.07578072911721848,0.9931011283770204,1,
FETAL,MobileNetV2,Grad-CAM,2496,0,0.9998977184295654,0.0790017058405738,0.5614617382965434,0.48246003245596963,0.9983135187067091,1,
FETAL,MobileNetV2,Integrated Gradients,2496,0,0.9998977184295654,0.35063160110730685,0.48582214497164383,0.135190543864337,0.02290588617324829,1,
FETAL,MobileNetV2,SHAP,2496,0,0.9998977184295654,0.314429837159696,0.3593711187234475,0.04494128156375149,0.1272103190422058,1,
FETAL,MobileNetV2,Score-CAM,2496,0,0.9998977184295654,0.16406084169689164,0.29294200364944345,0.1288811619525518,0.9670228213071823,1,
FETAL,MobileNetV2,Grad-CAM,798,3,0.7075185179710388,0.07772849056582344,0.5841776613378896,0.5064491707720662,0.5901376530528069,1,
FETAL,MobileNetV2,Integrated Gradients,798,3,0.7075185179710388,0.027611808420624585,0.18919708436314972,0.16158527594252514,0.7062953572021797,1,
FETAL,MobileNetV2,SHAP,798,3,0.7075185179710388,0.1254412646725541,0.10581230092993789,-0.019628963742616204,0.4608010798692703,1,
FETAL,MobileNetV2,Score-CAM,798,3,0.7075185179710388,0.0417732276560855,0.34994438986759624,0.30817116221151075,0.7029255405068398,1,
FETAL,MobileNetV2,Grad-CAM,1792,0,0.995834469795227,0.07107892486587561,0.432974086365175,0.36189516149929934,0.9953381169470958,1,
FETAL,MobileNetV2,Integrated Gradients,1792,0,0.995834469795227,0.3030903959996309,0.773600916322903,0.47051052032327206,0.01028972864151001,1,
FETAL,MobileNetV2,SHAP,1792,0,0.995834469795227,0.39414412965561496,0.4695321290520952,0.07538799939648022,0.0638396143913269,1,
FETAL,MobileNetV2,Score-CAM,1792,0,0.995834469795227,0.07887241167751427,0.33419560751353855,0.25532319583602425,0.9949287984636612,1,
FETAL,MobileNetV2,Grad-CAM,1968,3,0.7796738147735596,0.2175797421252355,0.5943126510828735,0.37673290895763795,0.06665748357772827,1,
FETAL,MobileNetV2,Integrated Gradients,1968,3,0.7796738147735596,0.1348977110523265,0.26084405777364733,0.12594634672132082,0.5902985632419586,1,
FETAL,MobileNetV2,SHAP,1968,3,0.7796738147735596,0.04452150585129858,0.14810988966200964,0.10358838381071106,0.7727046976797283,1,
FETAL,MobileNetV2,Score-CAM,1968,3,0.7796738147735596,0.07048540245705226,0.6451759193907491,0.5746905169336969,0.772968856152147,1,
FETAL,MobileNetV2,Grad-CAM,1732,5,0.9797918200492859,0.9722915679216386,0.9839364498853683,0.011644881963729703,-0.019460439682006836,0,
FETAL,MobileNetV2,Integrated Gradients,1732,5,0.9797918200492859,0.9861205309629439,0.9372862040996552,-0.0488343268632887,-0.018719196319580078,0,
FETAL,MobileNetV2,SHAP,1732,5,0.9797918200492859,0.9408376544713974,0.8273829907178879,-0.11345466375350954,-0.01528865098953247,0,
FETAL,MobileNetV2,Score-CAM,1732,5,0.9797918200492859,0.8021481312811374,0.9760520905256271,0.17390395924448976,0.06882458925247192,1,
FETAL,MobileNetV2,Grad-CAM,2279,0,0.986737072467804,0.03006688169843983,0.5182177159342245,0.48815083423578465,0.9866579691006336,1,
FETAL,MobileNetV2,Integrated Gradients,2279,0,0.986737072467804,0.20319981176447754,0.8372086902149021,0.6340088784504245,0.3288162350654602,1,
FETAL,MobileNetV2,SHAP,2279,0,0.986737072467804,0.23588493235647548,0.486521407868713,0.25063647551223756,0.06401568651199341,1,
FETAL,MobileNetV2,Score-CAM,2279,0,0.986737072467804,0.03467936420056503,0.5276788775044906,0.49299951330392555,0.9864078071841504,1,
FETAL,MobileNetV2,Grad-CAM,1220,3,0.7296132445335388,0.02066718022506393,0.1941658258398092,0.1734986456147453,0.7280877279117703,1,
FETAL,MobileNetV2,Integrated Gradients,1220,3,0.7296132445335388,0.027702749446325472,0.11200027132817922,0.08429752188185374,0.727247508475557,1,
FETAL,MobileNetV2,SHAP,1220,3,0.7296132445335388,0.05843403835824574,0.34661863475485005,0.2881845963966043,0.7170956963673234,1,
FETAL,MobileNetV2,Score-CAM,1220,3,0.7296132445335388,0.022103669331409042,0.10374737478105087,0.08164370544964182,0.7115506324917078,1,
FETAL,MobileNetV2,Grad-CAM,1855,4,0.9999984502792358,0.31660470428178084,0.6512260195595444,0.33462131527776356,0.011180758476257324,1,
FETAL,MobileNetV2,Integrated Gradients,1855,4,0.9999984502792358,0.522036126255989,0.7899451926350594,0.2679090663790703,0.01616668701171875,1,
FETAL,MobileNetV2,SHAP,1855,4,0.9999984502792358,0.7901336580514907,0.6510445721447466,-0.13908908590674407,0.09072065353393555,1,
FETAL,MobileNetV2,Score-CAM,1855,4,0.9999984502792358,0.5487441349367145,0.7876890480518342,0.23894491311511967,0.000883638858795166,1,
FETAL,MobileNetV2,Grad-CAM,1083,5,0.9661504626274109,0.9093354254961014,0.9831691414117814,0.07383371591568,0.42769891023635864,1,
FETAL,MobileNetV2,Integrated Gradients,1083,5,0.9661504626274109,0.991713148355484,0.898958185315132,-0.09275496304035191,-0.013379335403442383,0,
FETAL,MobileNetV2,SHAP,1083,5,0.9661504626274109,0.989256089925766,0.9587294340133666,-0.030526655912399336,-0.016839444637298584,0,
FETAL,MobileNetV2,Score-CAM,1083,5,0.9661504626274109,0.9704835116863251,0.9705250471830368,4.153549671170875e-05,0.066517174243927,1,
FETAL,MobileNetV2,Grad-CAM,759,3,0.9657395482063293,0.07816653525151197,0.6108639812562615,0.5326974460047496,0.8991332650184631,1,
FETAL,MobileNetV2,Integrated Gradients,759,3,0.9657395482063293,0.1934966889442876,0.4337165678720339,0.2402198789277463,0.46596452593803406,1,
FETAL,MobileNetV2,SHAP,759,3,0.9657395482063293,0.2531487560801908,0.2504041928968945,-0.0027445631832963002,0.5413908958435059,1,
FETAL,MobileNetV2,Score-CAM,759,3,0.9657395482063293,0.09147232123432333,0.6458686820231377,0.5543963607888144,0.9175054244697094,1,
FETAL,MobileNetV2,Grad-CAM,173,5,0.9999992847442627,0.983138471841812,0.9908262580633164,0.007687786221504345,-5.960464477539062e-07,0,
FETAL,MobileNetV2,Integrated Gradients,173,5,0.9999992847442627,0.9884803831577301,0.9907960951328276,0.002315711975097501,0.0,0,
FETAL,MobileNetV2,SHAP,173,5,0.9999992847442627,0.9376641303300859,0.9889703065156935,0.05130617618560762,6.9141387939453125e-06,1,
FETAL,MobileNetV2,Score-CAM,173,5,0.9999992847442627,0.9740915864706039,0.9908771187067033,0.016785532236099354,2.384185791015625e-07,1,
FETAL,MobileNetV2,Grad-CAM,1748,5,0.9986856579780579,0.9742689162492753,0.7769364476203917,-0.19733246862888354,-0.00041741132736206055,0,
FETAL,MobileNetV2,Integrated Gradients,1748,5,0.9986856579780579,0.9640742778778076,0.9843153327703474,0.0202410548925398,0.005196869373321533,1,
FETAL,MobileNetV2,SHAP,1748,5,0.9986856579780579,0.7953470483422279,0.9868353813886642,0.1914883330464363,0.9037269577383995,1,
FETAL,MobileNetV2,Score-CAM,1748,5,0.9986856579780579,0.9068363934755324,0.9633234471082688,0.05648705363273643,-0.0002465248107910156,0,
FETAL,MobileNetV2,Grad-CAM,783,3,0.998615026473999,0.15635900653433057,0.6433705553878099,0.4870115488534793,0.8167852163314819,1,
FETAL,MobileNetV2,Integrated Gradients,783,3,0.998615026473999,0.27879982134327297,0.60181312119239,0.3230132998491171,0.6642784774303436,1,
